,Unnamed: 0,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
234,,52580,2014-02-02 14:18:24,United States,2228,US15,Male,9.5,42-43,9.0,169,0.0,2014,2,169.0
235,,52581,2014-02-02 16:13:36,Germany,2147,GER1,Female,9.0,39-40,7.0,129,0.0,2014,2,129.0
236,,52582,2014-02-02 20:32:48,United Kingdom,2219,UK3,Male,9.5,42-43,9.0,189,0.1,2014,2,170.1
237,,52583,2014-02-02 20:47:12,Germany,2219,GER3,Male,10.5,43-44,10.0,179,0.3,2014,2,125.3
238,,52584,2014-02-03 00:52:00,United Kingdom,2211,UK5,Male,11.5,44-45,11.0,129,0.0,2014,2,129.0
239,,52585,2014-02-03 00:52:00,Germany,2212,GER3,Male,10.0,43,9.5,159,0.0,2014,2,159.0
240,,52586,2014-02-03 03:01:36,United States,2186,US12,Male,9.5,42-43,9.0,169,0.0,2014,2,169.0
241,,52587,2014-02-03 03:30:24,United Kingdom,2225,UK3,Male,8.5,41-42,8.0,149,0.5,2014,2,74.5
242,,52588,2014-02-03 16:13:36,Canada,2182,CAN2,Female,9.0,39-40,7.0,179,0.0,2014,2,179.0
243,,52589,2014-02-03 17:40:00,Canada,2195,CAN5,Male,10.5,43-44,10.0,179,0.0,2014,2,179.0
244,,52589,2014-02-03 17:40:00,Canada,2192,CAN3,Male,9.0,42,8.5,159,0.0,2014,2,159.0
245,,52590,2014-02-03 20:32:48,United Kingdom,2208,UK2,Male,10.0,43,9.5,179,0.0,2014,2,179.0
246,,52591,2014-02-04 00:52:00,United States,2186,US15,Female,7.5,38,5.5,179,0.0,2014,2,179.0
247,,52591,2014-02-04 00:52:00,United States,2237,US15,Female,9.0,39-40,7.0,139,0.3,2014,2,97.3
248,,52592,2014-02-04 03:01:36,United States,2217,US12,Female,8.5,39,6.5,189,0.3,2014,2,132.29999999999998
249,,52593,2014-02-04 03:30:24,United States,2196,US15,Female,9.0,39-40,7.0,169,0.0,2014,2,169.0
250,,52594,2014-02-04 12:08:48,United States,2222,US12,Male,10.0,43,9.5,139,0.1,2014,2,125.10000000000001
251,,52595,2014-02-04 12:08:48,Germany,2198,GER1,Male,10.5,43-44,10.0,189,0.0,2014,2,189.0
252,,52596,2014-02-04 16:13:36,United Kingdom,2219,UK3,Male,9.5,42-43,9.0,189,0.1,2014,2,170.1
253,,52597,2014-02-04 17:40:00,Canada,2151,CAN6,Male,10.0,43,9.5,159,0.0,2014,2,159.0
254,,52597,2014-02-04 17:40:00,Canada,2195,CAN5,Male,10.5,43-44,10.0,179,0.0,2014,2,179.0
255,,52598,2014-02-05 02:32:48,United States,2158,US14,Male,9.5,42-43,9.0,179,0.2,2014,2,143.20000000000002
256,,52599,2014-02-05 03:01:36,United States,2155,US2,Female,8.5,39,6.5,189,0.0,2014,2,189.0
257,,52600,2014-02-05 03:30:24,United States,2183,US15,Female,9.0,39-40,7.0,139,0.5,2014,2,69.5
258,,52601,2014-02-05 12:08:48,United States,2174,US12,Male,6.0,39,5.5,139,0.1,2014,2,125.10000000000001
259,,52602,2014-02-05 12:08:48,United Kingdom,2184,UK2,Female,8.0,38-39,6.0,179,0.0,2014,2,179.0
260,,52603,2014-02-05 17:40:00,Canada,2217,CAN5,Male,7.0,40,6.5,199,0.0,2014,2,199.0
261,,52603,2014-02-05 17:40:00,Canada,2151,CAN6,Male,10.0,43,9.5,159,0.0,2014,2,159.0
262,,52604,2014-02-06 01:20:48,United States,2152,US15,Female,8.0,38-39,6.0,139,0.0,2014,2,139.0
263,,52605,2014-02-06 02:32:48,United States,2150,US9,Male,9.5,42-43,9.0,189,0.0,2014,2,189.0
264,,52606,2014-02-06 12:08:48,United Kingdom,2156,UK5,Female,8.0,38-39,6.0,169,0.1,2014,2,152.1
265,,52606,2014-02-06 12:08:48,United Kingdom,2167,UK2,Female,8.5,39,6.5,149,0.0,2014,2,149.0
266,,52607,2014-02-06 21:01:36,Germany,2150,GER3,Female,7.0,37-38,5.0,179,0.3,2014,2,125.3
267,,52608,2014-02-07 01:20:48,United States,2199,US3,Female,8.0,38-39,6.0,169,0.1,2014,2,152.1
268,,52609,2014-02-07 02:32:48,United States,2231,US5,Male,10.0,43,9.5,159,0.1,2014,2,143.1
269,,52610,2014-02-07 13:35:12,United States,2217,US3,Female,9.5,40,7.5,139,0.0,2014,2,139.0
270,,52611,2014-02-07 21:01:36,Canada,2192,CAN3,Male,9.0,42,8.5,159,0.0,2014,2,159.0
271,,52612,2014-02-08 01:20:48,United States,2231,US15,Male,11.0,44,10.5,189,0.0,2014,2,189.0
272,,52613,2014-02-08 05:25:36,United Kingdom,2201,UK5,Male,9.0,42,8.5,199,0.0,2014,2,199.0
273,,52614,2014-02-08 13:35:12,United States,2158,US14,Male,9.5,42-43,9.0,179,0.2,2014,2,143.20000000000002
274,,52615,2014-02-08 21:01:36,Canada,2195,CAN5,Male,10.5,43-44,10.0,179,0.0,2014,2,179.0
275,,52616,2014-02-09 00:23:12,United States,2224,US3,Female,9.5,40,7.5,169,0.0,2014,2,169.0
276,,52617,2014-02-09 04:13:36,Canada,2207,CAN2,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
277,,52618,2014-02-09 05:25:36,United Kingdom,2221,UK5,Male,10.5,43-44,10.0,139,0.0,2014,2,139.0
278,,52619,2014-02-09 13:35:12,United States,2150,US9,Male,9.5,42-43,9.0,189,0.0,2014,2,189.0
279,,52620,2014-02-09 16:28:00,Germany,2152,GER2,Male,9.0,42,8.5,149,0.0,2014,2,149.0
280,,52621,2014-02-09 19:35:12,United States,2229,US14,Male,9.0,42,8.5,129,0.0,2014,2,129.0
281,,52622,2014-02-09 19:35:12,Germany,2210,GER1,Female,9.5,40,7.5,129,0.0,2014,2,129.0
282,,52623,2014-02-10 00:23:12,United States,2217,US3,Female,9.5,40,7.5,139,0.0,2014,2,139.0
283,,52624,2014-02-10 04:13:36,Germany,2150,GER3,Female,7.0,37-38,5.0,179,0.3,2014,2,125.3
284,,52625,2014-02-10 05:25:36,United Kingdom,2172,UK3,Male,8.5,41-42,8.0,179,0.0,2014,2,179.0
285,,52626,2014-02-10 16:13:36,United States,2210,US14,Male,9.5,42-43,9.0,159,0.0,2014,2,159.0
286,,52627,2014-02-10 16:28:00,United States,2208,US15,Female,8.0,38-39,6.0,159,0.0,2014,2,159.0
287,,52628,2014-02-10 19:35:12,Germany,2157,GER2,Female,9.5,40,7.5,169,0.1,2014,2,152.1
288,,52629,2014-02-10 19:35:12,United States,2225,US15,Male,10.0,43,9.5,199,0.3,2014,2,139.29999999999998
289,,52630,2014-02-11 00:23:12,United States,2158,US14,Male,9.5,42-43,9.0,179,0.2,2014,2,143.20000000000002
290,,52631,2014-02-11 04:13:36,Canada,2192,CAN3,Male,9.0,42,8.5,159,0.0,2014,2,159.0
291,,52632,2014-02-11 05:11:12,Germany,2241,GER1,Male,9.5,42-43,9.0,129,0.2,2014,2,103.2
292,,52633,2014-02-11 16:13:36,United States,2232,US12,Female,10.0,40-41,8.0,159,0.5,2014,2,79.5
293,,52634,2014-02-11 16:28:00,United States,2211,US15,Female,8.0,38-39,6.0,169,0.0,2014,2,169.0
294,,52635,2014-02-11 19:35:12,Germany,2239,GER1,Female,9.5,40,7.5,159,0.5,2014,2,79.5
295,,52635,2014-02-11 19:35:12,Germany,2210,GER1,Female,9.5,40,7.5,129,0.0,2014,2,129.0
296,,52636,2014-02-11 23:25:36,United Kingdom,2232,UK2,Male,10.5,43-44,10.0,199,0.0,2014,2,199.0
297,,52637,2014-02-11 23:25:36,United States,2178,US15,Female,8.5,39,6.5,169,0.0,2014,2,169.0
298,,52638,2014-02-12 05:11:12,Germany,2151,GER2,Male,6.0,39,5.5,199,0.0,2014,2,199.0
299,,52639,2014-02-12 07:20:48,Germany,2225,GER1,Male,8.5,41-42,8.0,139,0.0,2014,2,139.0
300,,52640,2014-02-12 11:25:36,United States,2161,US9,Female,8.0,38-39,6.0,189,0.0,2014,2,189.0
301,,52641,2014-02-12 16:13:36,United States,2169,US3,Female,10.0,40-41,8.0,169,0.3,2014,2,118.3
302,,52642,2014-02-12 23:25:36,United Kingdom,2225,UK3,Male,8.5,41-42,8.0,149,0.5,2014,2,74.5
303,,52643,2014-02-12 23:25:36,United States,2229,US13,Male,9.0,42,8.5,149,0.0,2014,2,149.0
304,,52644,2014-02-13 05:11:12,Germany,2189,GER2,Female,7.5,38,5.5,139,0.5,2014,2,69.5
305,,52645,2014-02-13 07:20:48,Canada,2204,CAN5,Female,8.0,38-39,6.0,129,0.0,2014,2,129.0
306,,52646,2014-02-13 07:35:12,Germany,2177,GER2,Female,9.0,39-40,7.0,149,0.0,2014,2,149.0
307,,52647,2014-02-13 11:25:36,United States,2147,US15,Male,11.0,44,10.5,139,0.5,2014,2,69.5
308,,52648,2014-02-13 23:25:36,United States,2241,US15,Female,8.5,39,6.5,139,0.1,2014,2,125.10000000000001
309,,52648,2014-02-13 23:25:36,United States,2196,US15,Female,9.0,39-40,7.0,169,0.0,2014,2,169.0
310,,52649,2014-02-13 23:40:00,United States,2155,US14,Male,9.0,42,8.5,129,0.2,2014,2,103.2
311,,52650,2014-02-14 07:20:48,Germany,2176,GER2,Male,9.5,42-43,9.0,149,0.0,2014,2,149.0
312,,52651,2014-02-14 07:35:12,United Kingdom,2201,UK5,Male,9.0,42,8.5,199,0.0,2014,2,199.0
313,,52652,2014-02-14 11:25:36,United States,2202,US15,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
314,,52653,2014-02-14 12:37:36,United Kingdom,2180,UK2,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
315,,52654,2014-02-14 12:37:36,Canada,2237,CAN6,Male,10.0,43,9.5,139,0.1,2014,2,125.10000000000001
316,,52655,2014-02-14 23:40:00,Canada,2227,CAN7,Female,9.0,39-40,7.0,129,0.0,2014,2,129.0
317,,52656,2014-02-15 00:08:48,United States,2189,US4,Female,10.5,41,8.5,149,0.0,2014,2,149.0
318,,52657,2014-02-15 07:35:12,United Kingdom,2221,UK5,Male,10.5,43-44,10.0,139,0.0,2014,2,139.0
319,,52658,2014-02-15 12:37:36,Germany,2177,GER2,Female,9.0,39-40,7.0,149,0.0,2014,2,149.0
320,,52659,2014-02-15 12:37:36,United Kingdom,2170,UK4,Female,4.5,35,2.5,129,0.2,2014,2,103.2
321,,52660,2014-02-15 23:40:00,Canada,2199,CAN1,Female,9.0,39-40,7.0,129,0.3,2014,2,90.3
322,,52661,2014-02-15 23:40:00,United States,2181,US8,Female,8.0,38-39,6.0,139,0.0,2014,2,139.0
323,,52662,2014-02-15 23:40:00,Germany,2206,GER2,Male,10.5,43-44,10.0,199,0.0,2014,2,199.0
324,,52663,2014-02-16 00:08:48,United States,2214,US3,Male,9.5,42-43,9.0,129,0.3,2014,2,90.3
325,,52664,2014-02-16 05:25:36,United States,2228,US2,Female,9.5,40,7.5,179,0.3,2014,2,125.3
326,,52665,2014-02-16 05:25:36,Canada,2165,CAN5,Male,11.0,44,10.5,159,0.0,2014,2,159.0
327,,52666,2014-02-16 12:37:36,United Kingdom,2215,UK2,Female,4.5,35,2.5,159,0.0,2014,2,159.0
328,,52666,2014-02-16 12:37:36,United Kingdom,2201,UK5,Male,9.0,42,8.5,199,0.0,2014,2,199.0
329,,52667,2014-02-16 17:54:24,United States,2239,US15,Female,8.0,38-39,6.0,189,0.0,2014,2,189.0
330,,52668,2014-02-16 22:28:00,Canada,2169,CAN6,Male,9.5,42-43,9.0,169,0.3,2014,2,118.3
331,,52669,2014-02-16 23:40:00,United States,2161,US9,Female,8.0,38-39,6.0,189,0.0,2014,2,189.0
332,,52670,2014-02-16 23:40:00,Germany,2152,GER2,Male,9.0,42,8.5,149,0.0,2014,2,149.0
333,,52671,2014-02-17 00:08:48,United States,2191,US15,Female,10.5,41,8.5,129,0.3,2014,2,90.3
334,,52672,2014-02-17 05:25:36,United States,2206,US2,Female,9.5,40,7.5,139,0.0,2014,2,139.0
335,,52673,2014-02-17 05:25:36,Canada,2211,CAN3,Male,7.5,40-41,7.0,139,0.1,2014,2,125.10000000000001
336,,52674,2014-02-17 06:52:00,United States,2175,US9,Male,7.0,40,6.5,129,0.0,2014,2,129.0
337,,52674,2014-02-17 06:52:00,United States,2160,US12,Female,9.5,40,7.5,159,0.5,2014,2,79.5
338,,52674,2014-02-17 06:52:00,United States,2177,US15,Male,9.5,42-43,9.0,189,0.0,2014,2,189.0
339,,52675,2014-02-17 17:54:24,United States,2204,US15,Female,8.0,38-39,6.0,149,0.3,2014,2,104.3
340,,52676,2014-02-17 21:01:36,Canada,2152,CAN6,Female,8.0,38-39,6.0,129,0.5,2014,2,64.5
341,,52677,2014-02-17 22:28:00,Germany,2213,GER2,Female,7.0,37-38,5.0,179,0.2,2014,2,143.20000000000002
342,,52678,2014-02-17 23:40:00,United States,2208,US15,Female,8.0,38-39,6.0,159,0.0,2014,2,159.0
343,,52678,2014-02-17 23:40:00,United States,2147,US15,Male,11.0,44,10.5,139,0.5,2014,2,69.5
344,,52679,2014-02-18 02:32:48,United States,2148,US15,Male,10.5,43-44,10.0,169,0.0,2014,2,169.0
345,,52680,2014-02-18 05:25:36,United States,2232,US9,Female,5.5,36,3.5,179,0.0,2014,2,179.0
346,,52680,2014-02-18 05:25:36,United States,2213,US11,Female,9.5,40,7.5,169,0.1,2014,2,152.1
347,,52681,2014-02-18 06:52:00,United States,2230,US14,Female,9.0,39-40,7.0,179,0.0,2014,2,179.0
348,,52681,2014-02-18 06:52:00,United States,2192,US9,Male,9.5,42-43,9.0,129,0.1,2014,2,116.10000000000001
349,,52681,2014-02-18 06:52:00,United States,2160,US12,Female,9.5,40,7.5,159,0.5,2014,2,79.5
350,,52682,2014-02-18 17:54:24,United States,2147,US15,Female,8.0,38-39,6.0,179,0.0,2014,2,179.0
351,,52683,2014-02-18 21:01:36,Germany,2208,GER2,Male,11.5,44-45,11.0,159,0.5,2014,2,79.5
352,,52684,2014-02-18 22:28:00,Germany,2156,GER2,Female,7.0,37-38,5.0,169,0.0,2014,2,169.0
353,,52685,2014-02-18 23:11:12,United States,2221,US7,Male,10.0,43,9.5,179,0.3,2014,2,125.3
354,,52686,2014-02-19 02:32:48,Canada,2152,CAN1,Male,9.5,42-43,9.0,159,0.3,2014,2,111.3
355,,52686,2014-02-19 02:32:48,Canada,2209,CAN1,Female,8.0,38-39,6.0,139,0.3,2014,2,97.3
356,,52687,2014-02-19 02:32:48,United States,2161,US15,Male,11.5,44-45,11.0,169,0.0,2014,2,169.0
357,,52688,2014-02-19 06:52:00,United States,2194,US13,Female,9.0,39-40,7.0,179,0.0,2014,2,179.0
358,,52688,2014-02-19 06:52:00,United States,2220,US1,Male,11.5,44-45,11.0,199,0.0,2014,2,199.0
359,,52688,2014-02-19 06:52:00,United States,2192,US9,Male,9.5,42-43,9.0,129,0.1,2014,2,116.10000000000001
360,,52689,2014-02-19 12:52:00,Canada,2215,CAN6,Male,10.0,43,9.5,189,0.5,2014,2,94.5
361,,52690,2014-02-19 21:01:36,Germany,2225,GER1,Male,8.5,41-42,8.0,139,0.0,2014,2,139.0
362,,52691,2014-02-19 23:11:12,United States,2183,US11,Male,9.5,42-43,9.0,149,0.0,2014,2,149.0
363,,52692,2014-02-20 02:32:48,Canada,2169,CAN6,Male,9.5,42-43,9.0,169,0.3,2014,2,118.3
364,,52692,2014-02-20 02:32:48,Canada,2152,CAN6,Female,8.0,38-39,6.0,129,0.5,2014,2,64.5
365,,52693,2014-02-20 02:32:48,United States,2176,US15,Male,6.0,39,5.5,159,0.0,2014,2,159.0
366,,52694,2014-02-20 07:35:12,Germany,2182,GER2,Female,9.0,39-40,7.0,179,0.0,2014,2,179.0
367,,52695,2014-02-20 12:52:00,Canada,2212,CAN3,Male,9.0,42,8.5,149,0.0,2014,2,149.0
368,,52696,2014-02-20 23:11:12,United States,2177,US15,Male,9.5,42-43,9.0,189,0.0,2014,2,189.0
369,,52697,2014-02-21 02:32:48,Germany,2213,GER2,Female,7.0,37-38,5.0,179,0.2,2014,2,143.20000000000002
370,,52697,2014-02-21 02:32:48,Germany,2208,GER2,Male,11.5,44-45,11.0,159,0.5,2014,2,79.5
371,,52698,2014-02-21 04:42:24,United States,2218,US15,Male,9.5,42-43,9.0,189,0.0,2014,2,189.0
372,,52699,2014-02-21 07:35:12,United Kingdom,2170,UK5,Male,7.5,40-41,7.0,149,0.1,2014,2,134.1
373,,52700,2014-02-21 08:32:48,United Kingdom,2231,UK5,Male,10.5,43-44,10.0,169,0.0,2014,2,169.0
374,,52701,2014-02-21 12:52:00,Canada,2207,CAN2,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
375,,52702,2014-02-21 17:54:24,Germany,2235,GER1,Female,8.5,39,6.5,199,0.0,2014,2,199.0
376,,52703,2014-02-22 04:42:24,United States,2148,US15,Male,10.5,43-44,10.0,169,0.0,2014,2,169.0
377,,52704,2014-02-22 05:25:36,United Kingdom,2189,UK5,Male,10.5,43-44,10.0,179,0.3,2014,2,125.3
378,,52704,2014-02-22 05:25:36,United Kingdom,2155,UK5,Female,10.0,40-41,8.0,129,0.0,2014,2,129.0
379,,52705,2014-02-22 07:35:12,United Kingdom,2180,UK2,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
380,,52706,2014-02-22 08:32:48,Germany,2182,GER2,Female,9.0,39-40,7.0,179,0.0,2014,2,179.0
381,,52707,2014-02-22 17:54:24,Germany,2197,GER3,Female,8.5,39,6.5,189,0.0,2014,2,189.0
382,,52708,2014-02-23 04:42:24,United States,2161,US15,Male,11.5,44-45,11.0,169,0.0,2014,2,169.0
383,,52709,2014-02-23 05:25:36,Canada,2217,CAN6,Male,10.5,43-44,10.0,179,0.3,2014,2,125.3
384,,52710,2014-02-23 05:25:36,United States,2186,US11,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
385,,52711,2014-02-23 05:25:36,United Kingdom,2220,UK4,Male,8.5,41-42,8.0,189,0.2,2014,2,151.20000000000002
386,,52712,2014-02-23 08:32:48,United Kingdom,2170,UK5,Male,7.5,40-41,7.0,149,0.1,2014,2,134.1
387,,52713,2014-02-23 17:54:24,Germany,2217,GER2,Female,8.5,39,6.5,139,0.3,2014,2,97.3
388,,52714,2014-02-23 23:11:12,Germany,2172,GER2,Male,9.5,42-43,9.0,189,0.3,2014,2,132.29999999999998
389,,52715,2014-02-24 05:25:36,Canada,2215,CAN6,Male,10.0,43,9.5,189,0.5,2014,2,94.5
390,,52716,2014-02-24 05:25:36,United Kingdom,2231,UK5,Male,10.5,43-44,10.0,169,0.0,2014,2,169.0
391,,52716,2014-02-24 05:25:36,United Kingdom,2213,UK3,Female,10.0,40-41,8.0,149,0.0,2014,2,149.0
392,,52717,2014-02-24 21:59:12,Canada,2190,CAN5,Male,15.0,48,14.5,139,0.1,2014,2,125.10000000000001
393,,52718,2014-02-24 23:11:12,Germany,2199,GER1,Male,7.5,40-41,7.0,149,0.1,2014,2,134.1
394,,52719,2014-02-25 05:25:36,Canada,2212,CAN3,Male,9.0,42,8.5,149,0.0,2014,2,149.0
395,,52720,2014-02-25 11:40:00,United States,2220,US7,Male,10.5,43-44,10.0,139,0.0,2014,2,139.0
396,,52721,2014-02-25 11:54:24,Germany,2173,GER2,Female,9.0,39-40,7.0,169,0.0,2014,2,169.0
397,,52722,2014-02-25 11:54:24,United Kingdom,2236,UK5,Male,10.0,43,9.5,169,0.2,2014,2,135.20000000000002
398,,52723,2014-02-25 21:59:12,Canada,2217,CAN6,Male,10.5,43-44,10.0,179,0.3,2014,2,125.3
399,,52724,2014-02-25 23:11:12,Germany,2240,GER1,Male,10.5,43-44,10.0,159,0.0,2014,2,159.0
400,,52725,2014-02-26 08:18:24,United States,2235,US9,Male,9.0,42,8.5,199,0.5,2014,2,99.5
401,,52726,2014-02-26 11:40:00,United States,2221,US7,Male,10.0,43,9.5,179,0.3,2014,2,125.3
402,,52727,2014-02-26 11:54:24,United Kingdom,2189,UK5,Male,10.5,43-44,10.0,179,0.3,2014,2,125.3
403,,52727,2014-02-26 11:54:24,United Kingdom,2236,UK5,Male,10.0,43,9.5,169,0.2,2014,2,135.20000000000002
404,,52728,2014-02-26 21:59:12,Canada,2215,CAN6,Male,10.0,43,9.5,189,0.5,2014,2,94.5
405,,52729,2014-02-27 02:47:12,United States,2219,US15,Male,9.5,42-43,9.0,199,0.0,2014,2,199.0
406,,52730,2014-02-27 08:18:24,United States,2220,US7,Male,10.5,43-44,10.0,139,0.0,2014,2,139.0
407,,52731,2014-02-27 08:32:48,United States,2213,US3,Male,11.0,44,10.5,159,0.5,2014,2,79.5
408,,52731,2014-02-27 08:32:48,United States,2157,US3,Male,11.5,44-45,11.0,149,0.2,2014,2,119.2
409,,52732,2014-02-27 10:28:00,Canada,2168,CAN3,Male,10.5,43-44,10.0,129,0.3,2014,2,90.3
410,,52733,2014-02-27 10:28:00,Germany,2218,GER2,Female,7.0,37-38,5.0,169,0.0,2014,2,169.0
411,,52734,2014-02-27 11:40:00,United States,2183,US11,Male,9.5,42-43,9.0,149,0.0,2014,2,149.0
412,,52735,2014-02-27 11:54:24,United Kingdom,2220,UK4,Male,8.5,41-42,8.0,189,0.2,2014,2,151.20000000000002
413,,52735,2014-02-27 11:54:24,United Kingdom,2189,UK5,Male,10.5,43-44,10.0,179,0.3,2014,2,125.3
414,,52736,2014-02-28 02:47:12,United States,2218,US15,Male,9.5,42-43,9.0,189,0.0,2014,2,189.0
415,,52737,2014-02-28 08:18:24,Germany,2227,GER3,Male,10.0,43,9.5,159,0.0,2014,2,159.0
416,,52738,2014-02-28 08:18:24,Canada,2216,CAN6,Female,8.0,38-39,6.0,139,0.0,2014,2,139.0
417,,52739,2014-02-28 08:18:24,United States,2221,US7,Male,10.0,43,9.5,179,0.3,2014,2,125.3
418,,52740,2014-02-28 08:32:48,United States,2235,US9,Male,9.0,42,8.5,199,0.5,2014,2,99.5
419,,52740,2014-02-28 08:32:48,United States,2213,US3,Male,11.0,44,10.5,159,0.5,2014,2,79.5
420,,52741,2014-02-28 10:28:00,Germany,2218,GER2,Female,7.0,37-38,5.0,169,0.0,2014,2,169.0
421,,52742,2014-02-28 10:28:00,Canada,2190,CAN5,Male,15.0,48,14.5,139,0.1,2014,2,125.10000000000001
422,,52743,2014-02-28 15:01:36,Canada,2225,CAN1,Female,8.5,39,6.5,189,0.0,2014,2,189.0
423,,52744,2014-02-28 15:59:12,United States,2152,US15,Male,9.0,42,8.5,149,0.0,2014,2,149.0
424,,52745,2014-03-01 02:47:12,United States,2148,US15,Male,10.5,43-44,10.0,169,0.0,2014,3,169.0
425,,52746,2014-03-01 08:18:24,Canada,2216,CAN6,Female,8.0,38-39,6.0,139,0.0,2014,3,139.0
426,,52747,2014-03-01 08:18:24,Germany,2172,GER2,Male,9.5,42-43,9.0,189,0.3,2014,3,132.29999999999998
427,,52748,2014-03-01 08:32:48,United States,2220,US7,Male,10.5,43-44,10.0,139,0.0,2014,3,139.0
428,,52748,2014-03-01 08:32:48,United States,2235,US9,Male,9.0,42,8.5,199,0.5,2014,3,99.5
429,,52749,2014-03-01 10:28:00,Canada,2217,CAN6,Male,10.5,43-44,10.0,179,0.3,2014,3,125.3
430,,52749,2014-03-01 10:28:00,Canada,2190,CAN5,Male,15.0,48,14.5,139,0.1,2014,3,125.10000000000001
431,,52750,2014-03-01 15:01:36,United Kingdom,2230,UK5,Male,10.0,43,9.5,139,0.0,2014,3,139.0
432,,52751,2014-03-01 15:01:36,United States,2188,US15,Male,12.0,45,11.5,169,0.0,2014,3,169.0
433,,52752,2014-03-01 15:59:12,United States,2157,US3,Male,11.5,44-45,11.0,149,0.2,2014,3,119.2
434,,52753,2014-03-02 01:20:48,Canada,2152,CAN7,Male,9.5,42-43,9.0,159,0.0,2014,3,159.0
435,,52754,2014-03-02 04:28:00,United Kingdom,2167,UK2,Female,8.0,38-39,6.0,149,0.0,2014,3,149.0
436,,52755,2014-03-02 08:18:24,Germany,2199,GER1,Male,7.5,40-41,7.0,149,0.1,2014,3,134.1
437,,52755,2014-03-02 08:18:24,Germany,2172,GER2,Male,9.5,42-43,9.0,189,0.3,2014,3,132.29999999999998
438,,52756,2014-03-02 15:01:36,Germany,2173,GER2,Female,9.0,39-40,7.0,169,0.0,2014,3,169.0
439,,52757,2014-03-02 15:01:36,Canada,2174,CAN3,Female,8.5,39,6.5,169,0.0,2014,3,169.0
440,,52758,2014-03-02 15:59:12,United States,2213,US3,Male,11.0,44,10.5,159,0.5,2014,3,79.5
441,,52759,2014-03-02 19:35:12,Canada,2175,CAN7,Male,11.5,44-45,11.0,199,0.0,2014,3,199.0
442,,52760,2014-03-02 22:42:24,United States,2182,US15,Female,8.0,38-39,6.0,139,0.1,2014,3,125.10000000000001
443,,52760,2014-03-02 22:42:24,United States,2150,US6,Female,8.0,38-39,6.0,179,0.0,2014,3,179.0
444,,52761,2014-03-03 01:20:48,Canada,2180,CAN6,Male,8.0,41,7.5,169,0.5,2014,3,84.5
445,,52762,2014-03-03 04:28:00,Germany,2198,GER1,Male,10.5,43-44,10.0,189,0.0,2014,3,189.0
446,,52763,2014-03-03 15:01:36,United Kingdom,2236,UK5,Male,10.0,43,9.5,169,0.2,2014,3,135.20000000000002
447,,52764,2014-03-03 17:25:36,United States,2199,US12,Female,9.5,40,7.5,129,0.0,2014,3,129.0
448,,52765,2014-03-03 19:35:12,Canada,2152,CAN7,Male,9.5,42-43,9.0,159,0.0,2014,3,159.0
449,,52766,2014-03-03 22:42:24,United States,2219,US15,Male,9.5,42-43,9.0,199,0.0,2014,3,199.0
450,,52766,2014-03-03 22:42:24,United States,2182,US15,Female,8.0,38-39,6.0,139,0.1,2014,3,125.10000000000001
451,,52767,2014-03-04 01:20:48,Canada,2168,CAN3,Male,10.5,43-44,10.0,129,0.3,2014,3,90.3
452,,52768,2014-03-04 04:28:00,United Kingdom,2184,UK2,Female,8.0,38-39,6.0,179,0.0,2014,3,179.0
453,,52769,2014-03-04 05:54:24,Canada,2165,CAN5,Male,9.0,42,8.5,169,0.1,2014,3,152.1
454,,52770,2014-03-04 17:25:36,United States,2152,US15,Male,9.0,42,8.5,149,0.0,2014,3,149.0
455,,52771,2014-03-04 19:35:12,Canada,2180,CAN6,Male,8.0,41,7.5,169,0.5,2014,3,84.5
456,,52772,2014-03-04 20:18:24,Canada,2179,CAN7,Male,8.0,41,7.5,189,0.0,2014,3,189.0
457,,52772,2014-03-04 20:18:24,Canada,2230,CAN6,Male,11.0,44,10.5,189,0.5,2014,3,94.5
458,,52773,2014-03-04 22:42:24,United States,2218,US15,Male,9.5,42-43,9.0,189,0.0,2014,3,189.0
459,,52773,2014-03-04 22:42:24,United States,2219,US15,Male,9.5,42-43,9.0,199,0.0,2014,3,199.0
460,,52774,2014-03-05 05:54:24,Canada,2204,CAN2,Male,8.5,41-42,8.0,149,0.1,2014,3,134.1
461,,52775,2014-03-05 13:20:48,United Kingdom,2176,UK3,Male,9.5,42-43,9.0,199,0.0,2014,3,199.0
462,,52776,2014-03-05 13:20:48,Germany,2159,GER1,Female,9.0,39-40,7.0,189,0.0,2014,3,189.0
463,,52777,2014-03-05 13:20:48,United Kingdom,2205,UK3,Male,9.0,42,8.5,159,0.0,2014,3,159.0
464,,52777,2014-03-05 13:20:48,United Kingdom,2212,UK3,Male,9.5,42-43,9.0,139,0.2,2014,3,111.2
465,,52778,2014-03-05 17:25:36,United States,2157,US3,Male,11.5,44-45,11.0,149,0.2,2014,3,119.2
466,,52779,2014-03-05 20:18:24,Canada,2175,CAN7,Male,11.5,44-45,11.0,199,0.0,2014,3,199.0
